timestamp,heart_rate_bpm,rr_intervals_ms,flags_hex,energy_expended,sensor_contact,signal_stable
2025-07-10T11:41:10.367798,66,,0x00,,no,no
2025-07-10T11:41:11.389296,66,,0x00,,no,no
2025-07-10T11:41:12.379221,66,,0x00,,no,no
2025-07-10T11:41:13.368667,66,,0x00,,no,no
2025-07-10T11:41:14.389274,66,,0x00,,no,no
2025-07-10T11:41:15.378160,66,,0x00,,no,no
2025-07-10T11:41:16.398844,67,,0x00,,no,no
2025-07-10T11:41:17.389713,68,,0x00,,no,no
2025-07-10T11:41:18.379545,69,,0x00,,no,no
2025-07-10T11:41:19.368084,69,,0x00,,no,no
2025-07-10T11:41:20.388376,69,,0x00,,no,no
2025-07-10T11:41:21.378021,69,,0x00,,no,no
2025-07-10T11:41:22.371467,68,,0x00,,no,no
2025-07-10T11:41:23.392257,68,,0x00,,no,no
2025-07-10T11:41:24.379788,67,,0x00,,no,no
2025-07-10T11:41:25.399787,67,,0x00,,no,no
2025-07-10T11:41:26.389575,67,,0x00,,no,no
2025-07-10T11:41:27.379895,67,,0x00,,no,no
2025-07-10T11:41:28.370167,67,,0x00,,no,no
2025-07-10T11:41:29.419034,68,,0x00,,no,no
2025-07-10T11:41:30.409604,68,,0x00,,no,no
2025-07-10T11:41:31.370571,68,,0x00,,no,no
2025-07-10T11:41:32.389462,67,,0x00,,no,no
2025-07-10T11:41:33.379003,67,,0x00,,no,no
2025-07-10T11:41:34.369737,67,,0x00,,no,no
2025-07-10T11:41:35.389229,67,,0x00,,no,no
2025-07-10T11:41:36.379102,66,,0x00,,no,no
2025-07-10T11:41:37.369452,67,,0x00,,no,no
2025-07-10T11:41:38.390916,67,,0x00,,no,no
2025-07-10T11:41:39.380377,68,,0x00,,no,no
2025-07-10T11:41:40.368725,68,,0x00,,no,no
2025-07-10T11:41:41.391877,68,,0x00,,no,no
2025-07-10T11:41:42.380895,68,,0x00,,no,no
2025-07-10T11:41:43.370622,68,,0x00,,no,no
2025-07-10T11:41:44.390490,67,,0x00,,no,no
2025-07-10T11:41:45.409155,67,,0x00,,no,no
2025-07-10T11:41:46.369531,67,,0x00,,no,no
2025-07-10T11:41:47.389637,67,,0x00,,no,no
2025-07-10T11:41:48.380974,66,,0x00,,no,no
2025-07-10T11:41:49.401131,66,,0x00,,no,no
2025-07-10T11:41:50.390241,66,,0x00,,no,no
2025-07-10T11:41:51.381060,67,,0x00,,no,no
2025-07-10T11:41:52.370982,68,,0x00,,no,no
2025-07-10T11:41:53.391593,69,,0x00,,no,no
2025-07-10T11:41:54.381309,69,,0x00,,no,no
2025-07-10T11:41:55.369435,70,,0x00,,no,no
2025-07-10T11:41:56.421243,71,,0x00,,no,no
2025-07-10T11:41:57.381216,71,,0x00,,no,no
2025-07-10T11:41:58.369845,71,,0x00,,no,no
2025-07-10T11:41:59.391608,70,,0x00,,no,no
2025-07-10T11:42:00.411194,69,,0x00,,no,no
2025-07-10T11:42:01.371460,69,,0x00,,no,no
2025-07-10T11:42:02.421738,68,,0x00,,no,no
2025-07-10T11:42:03.411522,68,,0x00,,no,no
2025-07-10T11:42:04.401745,68,,0x00,,no,no
2025-07-10T11:42:05.390701,67,,0x00,,no,no
2025-07-10T11:42:06.411850,67,,0x00,,no,no
2025-07-10T11:42:07.372176,67,,0x00,,no,no
2025-07-10T11:42:08.390510,67,,0x00,,no,no
2025-07-10T11:42:09.381868,66,,0x00,,no,no
2025-07-10T11:42:10.371852,66,,0x00,,no,no
2025-07-10T11:42:11.391159,67,,0x00,,no,no
2025-07-10T11:42:12.380785,67,,0x00,,no,no
2025-07-10T11:42:13.403257,67,,0x00,,no,no
2025-07-10T11:42:14.391682,67,,0x00,,no,no
2025-07-10T11:42:15.382262,67,,0x00,,no,no
2025-07-10T11:42:16.402345,68,,0x00,,no,no
2025-07-10T11:42:17.391460,68,,0x00,,no,no
2025-07-10T11:42:18.381155,68,,0x00,,no,no
2025-07-10T11:42:19.373607,68,,0x00,,no,no
2025-07-10T11:42:20.392243,68,,0x00,,no,no
2025-07-10T11:42:21.382626,67,,0x00,,no,no
2025-07-10T11:42:22.402164,67,,0x00,,no,no
2025-07-10T11:42:23.392775,67,,0x00,,no,no
2025-07-10T11:42:24.381542,67,,0x00,,no,no
2025-07-10T11:42:25.373150,67,,0x00,,no,no
2025-07-10T11:42:26.391162,69,,0x00,,no,no
2025-07-10T11:42:27.383028,70,,0x00,,no,no
2025-07-10T11:42:28.371022,70,,0x00,,no,no
2025-07-10T11:42:29.391139,70,,0x00,,no,no
2025-07-10T11:42:30.382093,69,,0x00,,no,no
2025-07-10T11:42:31.402877,69,,0x00,,no,no
2025-07-10T11:42:32.392239,69,,0x00,,no,no
2025-07-10T11:42:33.382953,69,,0x00,,no,no
2025-07-10T11:42:34.379161,68,,0x00,,no,no
2025-07-10T11:42:35.422937,69,,0x00,,no,no
2025-07-10T11:42:36.441847,70,,0x00,,no,no
2025-07-10T11:42:37.371901,72,,0x00,,no,no
2025-07-10T11:42:38.393070,75,,0x00,,no,no
2025-07-10T11:42:39.381427,77,,0x00,,no,no
2025-07-10T11:42:40.402297,77,,0x00,,no,no
2025-07-10T11:42:41.391507,79,,0x00,,no,no
2025-07-10T11:42:42.381516,79,,0x00,,no,no
2025-07-10T11:42:43.376997,78,,0x00,,no,no
2025-07-10T11:42:44.392159,77,,0x00,,no,no
2025-07-10T11:42:45.381646,76,,0x00,,no,no
2025-07-10T11:42:46.376106,76,,0x00,,no,no
2025-07-10T11:42:47.392282,75,,0x00,,no,no
2025-07-10T11:42:48.382519,74,,0x00,,no,no
2025-07-10T11:42:49.372634,73,,0x00,,no,no
2025-07-10T11:42:50.392796,74,,0x00,,no,no
2025-07-10T11:42:51.382512,74,,0x00,,no,no
2025-07-10T11:42:52.372632,75,,0x00,,no,no
2025-07-10T11:42:53.422669,75,,0x00,,no,no
2025-07-10T11:42:54.382596,75,,0x00,,no,no
2025-07-10T11:42:55.374016,76,,0x00,,no,no
2025-07-10T11:42:56.393340,77,,0x00,,no,no
2025-07-10T11:42:57.413373,77,,0x00,,no,no
2025-07-10T11:42:58.373621,77,,0x00,,no,no
2025-07-10T11:42:59.394280,76,,0x00,,no,no
2025-07-10T11:43:00.384080,74,,0x00,,no,no
2025-07-10T11:43:01.403580,73,,0x00,,no,no
2025-07-10T11:43:02.394176,71,,0x00,,no,no
2025-07-10T11:43:03.413146,71,,0x00,,no,no
2025-07-10T11:43:04.373374,72,,0x00,,no,no
2025-07-10T11:43:05.393128,74,,0x00,,no,no
2025-07-10T11:43:06.383177,74,,0x00,,no,no
2025-07-10T11:43:07.374403,75,,0x00,,no,no
2025-07-10T11:43:08.423529,77,,0x00,,no,no
2025-07-10T11:43:09.414444,77,,0x00,,no,no
2025-07-10T11:43:10.374790,77,,0x00,,no,no
2025-07-10T11:43:11.393536,76,,0x00,,no,no
2025-07-10T11:43:12.413143,73,,0x00,,no,no
2025-07-10T11:43:13.374031,71,,0x00,,no,no
2025-07-10T11:43:14.393429,71,,0x00,,no,no
2025-07-10T11:43:15.383710,70,,0x00,,no,no
2025-07-10T11:43:16.403233,69,,0x00,,no,no
2025-07-10T11:43:17.393406,69,,0x00,,no,no
2025-07-10T11:43:18.384134,71,,0x00,,no,no
2025-07-10T11:43:19.377347,72,,0x00,,no,no
2025-07-10T11:43:20.393905,72,,0x00,,no,no
2025-07-10T11:43:21.384617,73,,0x00,,no,no
2025-07-10T11:43:22.375265,75,,0x00,,no,no
2025-07-10T11:43:23.424238,75,,0x00,,no,no
2025-07-10T11:43:24.384043,75,,0x00,,no,no
2025-07-10T11:43:25.404037,75,,0x00,,no,no
2025-07-10T11:43:26.394119,75,,0x00,,no,no
2025-07-10T11:43:27.383814,75,,0x00,,no,no
2025-07-10T11:43:28.374083,75,,0x00,,no,no
2025-07-10T11:43:29.394194,76,,0x00,,no,no
2025-07-10T11:43:30.385389,79,,0x00,,no,no
2025-07-10T11:43:31.375835,80,,0x00,,no,no
2025-07-10T11:43:32.425667,80,,0x00,,no,no
2025-07-10T11:43:33.384482,80,,0x00,,no,no
2025-07-10T11:43:34.403964,80,,0x00,,no,no
2025-07-10T11:43:35.394659,79,,0x00,,no,no
2025-07-10T11:43:36.414439,78,,0x00,,no,no
2025-07-10T11:43:37.374809,78,,0x00,,no,no
2025-07-10T11:43:38.424321,77,,0x00,,no,no
2025-07-10T11:43:39.385110,77,,0x00,,no,no
2025-07-10T11:43:40.376106,77,,0x00,,no,no
2025-07-10T11:43:41.424709,76,,0x00,,no,no
2025-07-10T11:43:42.414601,76,,0x00,,no,no
2025-07-10T11:43:43.374881,76,,0x00,,no,no
2025-07-10T11:43:44.424856,76,,0x00,,no,no
2025-07-10T11:43:45.415224,76,,0x00,,no,no
2025-07-10T11:43:46.376112,76,,0x00,,no,no
2025-07-10T11:43:47.394692,76,,0x00,,no,no
2025-07-10T11:43:48.385098,76,,0x00,,no,no
2025-07-10T11:43:49.404889,76,,0x00,,no,no
2025-07-10T11:43:50.395316,76,,0x00,,no,no
2025-07-10T11:43:51.385540,76,,0x00,,no,no
2025-07-10T11:43:52.375500,76,,0x00,,no,no
2025-07-10T11:43:53.396117,75,,0x00,,no,no
2025-07-10T11:43:54.416568,74,,0x00,,no,no
2025-07-10T11:43:55.375772,74,,0x00,,no,no
2025-07-10T11:43:56.397067,73,,0x00,,no,no
2025-07-10T11:43:57.385958,72,,0x00,,no,no
2025-07-10T11:43:58.375502,72,,0x00,,no,no
2025-07-10T11:43:59.397007,72,,0x00,,no,no
2025-07-10T11:44:00.387082,72,,0x00,,no,no
2025-07-10T11:44:01.376815,71,,0x00,,no,no
2025-07-10T11:44:02.397232,71,,0x00,,no,no
2025-07-10T11:44:03.386010,72,,0x00,,no,no
2025-07-10T11:44:04.376935,73,,0x00,,no,no
2025-07-10T11:44:05.427283,74,,0x00,,no,no
2025-07-10T11:44:06.387404,74,,0x00,,no,no
2025-07-10T11:44:07.436705,75,,0x00,,no,no
2025-07-10T11:44:08.396400,75,,0x00,,no,no
2025-07-10T11:44:09.385674,75,,0x00,,no,no
2025-07-10T11:44:10.376209,74,,0x00,,no,no
2025-07-10T11:44:11.397850,74,,0x00,,no,no
2025-07-10T11:44:12.386114,72,,0x00,,no,no
2025-07-10T11:44:13.377333,71,,0x00,,no,no
2025-07-10T11:44:14.427436,71,,0x00,,no,no
2025-07-10T11:44:15.416238,70,,0x00,,no,no
2025-07-10T11:44:16.380071,69,,0x00,,no,no
2025-07-10T11:44:17.397847,68,,0x00,,no,no
2025-07-10T11:44:18.387916,68,,0x00,,no,no
2025-07-10T11:44:19.377677,68,,0x00,,no,no
2025-07-10T11:44:20.368499,68,,0x00,,no,no
2025-07-10T11:44:21.387846,69,,0x00,,no,no
2025-07-10T11:44:22.377814,69,,0x00,,no,no
2025-07-10T11:44:23.367943,70,,0x00,,no,no
2025-07-10T11:44:24.386752,70,,0x00,,no,no
2025-07-10T11:44:25.408022,69,,0x00,,no,no
2025-07-10T11:44:26.367874,68,,0x00,,no,no
2025-07-10T11:44:27.388603,68,,0x00,,no,no
