timestamp,heart_rate_bpm,rr_intervals_ms,flags_hex,energy_expended
2025-07-10T11:22:11.384363,69,,0x00,
2025-07-10T11:22:12.373867,69,,0x00,
2025-07-10T11:22:13.393167,69,,0x00,
2025-07-10T11:22:14.384189,69,,0x00,
2025-07-10T11:22:15.372676,70,,0x00,
2025-07-10T11:22:16.392523,70,,0x00,
2025-07-10T11:22:17.383094,71,,0x00,
2025-07-10T11:22:18.372528,71,,0x00,
2025-07-10T11:22:19.393121,72,,0x00,
2025-07-10T11:22:20.383534,73,,0x00,
2025-07-10T11:22:21.372775,72,,0x00,
2025-07-10T11:22:22.393354,72,,0x00,
2025-07-10T11:22:23.383522,72,,0x00,
2025-07-10T11:22:24.373249,72,,0x00,
2025-07-10T11:22:25.393343,72,,0x00,
2025-07-10T11:22:26.443016,72,,0x00,
2025-07-10T11:22:27.373613,72,,0x00,
2025-07-10T11:22:28.423115,72,,0x00,
2025-07-10T11:22:29.383463,73,,0x00,
2025-07-10T11:22:30.373188,73,,0x00,
2025-07-10T11:22:31.423503,73,,0x00,
2025-07-10T11:22:32.383420,73,,0x00,
2025-07-10T11:22:33.403711,72,,0x00,
2025-07-10T11:22:34.393841,71,,0x00,
2025-07-10T11:22:35.384888,71,,0x00,
2025-07-10T11:22:36.373311,72,,0x00,
2025-07-10T11:22:37.423341,73,,0x00,
2025-07-10T11:22:38.383695,73,,0x00,
2025-07-10T11:22:39.373966,74,,0x00,
2025-07-10T11:22:40.394082,74,,0x00,
2025-07-10T11:22:41.384055,74,,0x00,
2025-07-10T11:22:42.373866,74,,0x00,
2025-07-10T11:22:43.394226,74,,0x00,
2025-07-10T11:22:44.385711,74,,0x00,
2025-07-10T11:22:45.374501,75,,0x00,
2025-07-10T11:22:46.394421,76,,0x00,
2025-07-10T11:22:47.385009,76,,0x00,
2025-07-10T11:22:48.374998,77,,0x00,
2025-07-10T11:22:49.394927,77,,0x00,
2025-07-10T11:22:50.385542,77,,0x00,
2025-07-10T11:22:51.375144,77,,0x00,
2025-07-10T11:22:52.395316,77,,0x00,
2025-07-10T11:22:53.415873,77,,0x00,
2025-07-10T11:22:54.374367,76,,0x00,
2025-07-10T11:22:55.394983,77,,0x00,
2025-07-10T11:22:56.384697,78,,0x00,
2025-07-10T11:22:57.375022,79,,0x00,
2025-07-10T11:22:58.425034,79,,0x00,
2025-07-10T11:22:59.385149,79,,0x00,
2025-07-10T11:23:00.375331,78,,0x00,
2025-07-10T11:23:01.425765,78,,0x00,
2025-07-10T11:23:02.386116,78,,0x00,
2025-07-10T11:23:03.374738,76,,0x00,
2025-07-10T11:23:04.395806,75,,0x00,
2025-07-10T11:23:05.385099,75,,0x00,
2025-07-10T11:23:06.375063,75,,0x00,
2025-07-10T11:23:07.395130,75,,0x00,
2025-07-10T11:23:08.385000,76,,0x00,
2025-07-10T11:23:09.374318,76,,0x00,
2025-07-10T11:23:10.424414,76,,0x00,
2025-07-10T11:23:11.385225,76,,0x00,
2025-07-10T11:23:12.374423,76,,0x00,
2025-07-10T11:23:13.395503,75,,0x00,
2025-07-10T11:23:14.385381,73,,0x00,
2025-07-10T11:23:15.374823,73,,0x00,
2025-07-10T11:23:16.396324,73,,0x00,
2025-07-10T11:23:17.385140,73,,0x00,
2025-07-10T11:23:18.404880,73,,0x00,
2025-07-10T11:23:19.395595,74,,0x00,
2025-07-10T11:23:20.385031,75,,0x00,
2025-07-10T11:23:21.375036,76,,0x00,
2025-07-10T11:23:22.396214,76,,0x00,
2025-07-10T11:23:23.385912,77,,0x00,
2025-07-10T11:23:24.375056,77,,0x00,
2025-07-10T11:23:25.365149,77,,0x00,
2025-07-10T11:23:26.386375,76,,0x00,
2025-07-10T11:23:27.376384,76,,0x00,
2025-07-10T11:23:28.365914,76,,0x00,
2025-07-10T11:23:29.415179,76,,0x00,
2025-07-10T11:23:30.375225,76,,0x00,
2025-07-10T11:23:31.365340,76,,0x00,
2025-07-10T11:23:32.385708,76,,0x00,
2025-07-10T11:23:33.435276,75,,0x00,
2025-07-10T11:23:34.366124,73,,0x00,
2025-07-10T11:23:35.385638,72,,0x00,
2025-07-10T11:23:36.375793,72,,0x00,
2025-07-10T11:23:37.365482,72,,0x00,
2025-07-10T11:23:38.416849,73,,0x00,
2025-07-10T11:23:39.375769,72,,0x00,
2025-07-10T11:23:40.366215,72,,0x00,
2025-07-10T11:23:41.385878,72,,0x00,
2025-07-10T11:23:42.405644,71,,0x00,
2025-07-10T11:23:43.365686,70,,0x00,
2025-07-10T11:23:44.386389,70,,0x00,
2025-07-10T11:23:45.375755,70,,0x00,
2025-07-10T11:23:46.365622,70,,0x00,
2025-07-10T11:23:47.387728,69,,0x00,
2025-07-10T11:23:48.377365,68,,0x00,
2025-07-10T11:23:49.365958,67,,0x00,
2025-07-10T11:23:50.385853,67,,0x00,
2025-07-10T11:23:51.376769,66,,0x00,
2025-07-10T11:23:52.395683,66,,0x00,
